timestamp,Laptrigger_lapdist_dls,Steering_Angle,VBOX_Lat_Min,VBOX_Long_Minutes,accx_can,accy_can,aps,gear,nmot,pbrake_f,pbrake_r,speed,timestamp_dt,time_sec,dist_diff,lap_timestamp
2025-10-16T02:42:18.644Z,1756.0,22.200000000000003,39.79529571533203,-86.23504638671875,0.049,0.011,12.13,2.0,3787.0,0.0,0.0,64.85,2025-10-16 02:42:18.644000+00:00,1760582538.644,0.0,0.09800028800964355
2025-10-16T02:42:18.649Z,1756.0,57.3,39.789249420166016,-86.23526763916016,-0.608,1.164,0.0,2.0,3787.0,25.15,25.24,64.85,2025-10-16 02:42:18.649000+00:00,1760582538.649,0.0,0.10300016403198242
2025-10-16T02:42:18.657Z,1756.0,-37.0,39.80084228515625,-86.23554229736328,0.152,-1.15,100.0,2.0,3787.0,0.0,0.0,64.85,2025-10-16 02:42:18.657000+00:00,1760582538.6569998,0.0,0.11100006103515625
2025-10-16T02:42:18.660Z,0.0,-8.8,39.79172897338867,-86.2365493774414,-0.009,0.025,0.31,0.0,0.0,0.0,0.0,64.85,2025-10-16 02:42:18.660000+00:00,1760582538.66,-1756.0,0.11400032043457031
2025-10-16T02:42:18.676Z,0.0,0.1,39.79512405395508,-86.23890686035156,0.074,0.022,100.0,5.0,0.0,0.0,0.0,64.85,2025-10-16 02:42:18.676000+00:00,1760582538.676,0.0,0.13000035285949707
2025-10-16T02:42:18.687Z,0.0,22.1,39.79528045654297,-86.23504638671875,0.083,0.008,11.71,2.0,0.0,0.0,0.0,64.85,2025-10-16 02:42:18.687000+00:00,1760582538.687,0.0,0.14100027084350586
2025-10-16T02:42:18.692Z,3217.0,62.2,39.78926467895508,-86.23526763916016,-0.478,1.143,0.0,2.0,4601.0,23.485,24.14,64.85,2025-10-16 02:42:18.692000+00:00,1760582538.692,3217.0,0.14600014686584473
2025-10-16T02:42:18.701Z,3217.0,-33.4,39.800819396972656,-86.23551940917969,0.236,-1.157,100.0,2.0,4601.0,0.0,0.0,64.85,2025-10-16 02:42:18.701000+00:00,1760582538.701,0.0,0.1550002098083496
2025-10-16T02:42:18.703Z,3217.0,-8.8,39.79172897338867,-86.2365493774414,-0.01,0.027,0.29,0.0,4601.0,0.0,0.0,0.0,2025-10-16 02:42:18.703000+00:00,1760582538.703,0.0,0.15700030326843262
2025-10-16T02:42:18.730Z,3217.0,21.9,39.79528045654297,-86.23504638671875,0.121,0.009,11.68,2.0,4601.0,0.0,0.0,0.0,2025-10-16 02:42:18.730000+00:00,1760582538.7299998,0.0,0.18400001525878906
2025-10-16T02:42:18.735Z,3217.0,67.7,39.78927230834961,-86.23526763916016,-0.486,1.232,0.0,2.0,4601.0,21.56,22.4,84.11,2025-10-16 02:42:18.735000+00:00,1760582538.7350001,0.0,0.18900036811828613
2025-10-16T02:42:18.745Z,3217.0,-31.5,39.800819396972656,-86.23551940917969,0.345,-1.083,100.0,2.0,4601.0,0.0,0.0,84.11,2025-10-16 02:42:18.745000+00:00,1760582538.745,0.0,0.19900012016296387
2025-10-16T02:42:18.746Z,3217.0,-8.8,39.79172897338867,-86.2365493774414,-0.011,0.024,0.3,0.0,4601.0,0.0,0.0,84.11,2025-10-16 02:42:18.746000+00:00,1760582538.7459998,0.0,0.20000004768371582
2025-10-16T02:42:18.762Z,223.0,0.1,39.79517364501953,-86.2389144897461,0.07200000000000001,0.0245,100.0,5.0,6688.0,0.0,0.0,84.11,2025-10-16 02:42:18.762000+00:00,1760582538.7619998,-2994.0,0.21600008010864258
2025-10-16T02:42:18.773Z,223.0,21.1,39.79526138305664,-86.23504638671875,0.139,0.018,11.9,2.0,6688.0,0.0,0.0,84.11,2025-10-16 02:42:18.773000+00:00,1760582538.773,0.0,0.22700023651123047
2025-10-16T02:42:18.778Z,223.0,73.5,39.78927993774414,-86.23526763916016,-0.345,1.275,0.0,2.0,6688.0,16.525,17.215,84.11,2025-10-16 02:42:18.778000+00:00,1760582538.7779999,0.0,0.23200011253356934
2025-10-16T02:42:18.788Z,1122.0,-31.5,39.8007926940918,-86.23550415039062,0.269,-0.99,100.0,2.0,6978.0,0.0,0.0,84.11,2025-10-16 02:42:18.788000+00:00,1760582538.788,899.0,0.24200034141540527
2025-10-16T02:42:18.789Z,1122.0,-8.8,39.79172897338867,-86.2365493774414,-0.008,0.026,0.32,0.0,6978.0,0.0,0.0,84.11,2025-10-16 02:42:18.789000+00:00,1760582538.789,0.0,0.24300026893615723
2025-10-16T02:42:18.805Z,1122.0,0.2,39.795223236083984,-86.2389144897461,0.072,0.01,100.0,5.0,6978.0,0.0,0.0,197.29,2025-10-16 02:42:18.805000+00:00,1760582538.8049998,0.0,0.2590000629425049
2025-10-16T02:42:18.816Z,1760.0,20.4,39.79526138305664,-86.23504638671875,0.121,0.022,12.76,2.0,3751.0,0.0,0.0,197.29,2025-10-16 02:42:18.816000+00:00,1760582538.816,638.0,0.2700002193450928
2025-10-16T02:42:18.821Z,1760.0,77.80000000000001,39.78928756713867,-86.23527526855469,-0.329,1.158,0.0,2.0,3751.0,7.325,8.120000000000001,197.29,2025-10-16 02:42:18.821000+00:00,1760582538.8209999,0.0,0.27500009536743164
2025-10-16T02:42:18.832Z,1760.0,-20.9,39.796260833740234,-86.23602676391602,0.088,-0.5785,50.16,1.0,3751.0,0.0,0.0,117.33,2025-10-16 02:42:18.832000+00:00,1760582538.832,0.0,0.28600025177001953
2025-10-16T02:42:18.848Z,1760.0,0.2,39.795223236083984,-86.2389144897461,0.068,0.005,100.0,5.0,3751.0,0.0,0.0,117.33,2025-10-16 02:42:18.848000+00:00,1760582538.848,0.0,0.3020002841949463
2025-10-16T02:42:18.860Z,1760.0,20.5,39.79524612426758,-86.23504638671875,0.082,0.01,13.38,2.0,3751.0,0.0,0.0,65.48,2025-10-16 02:42:18.860000+00:00,1760582538.86,0.0,0.31400012969970703
2025-10-16T02:42:18.864Z,1760.0,79.0,39.7892951965332,-86.23527526855469,-0.277,1.235,0.0,2.0,3751.0,0.0,0.0,65.48,2025-10-16 02:42:18.864000+00:00,1760582538.864,0.0,0.31800031661987305
2025-10-16T02:42:18.875Z,0.0,-8.8,39.79172897338867,-86.2365493774414,-0.01,0.025,0.32,0.0,0.0,0.0,0.0,65.48,2025-10-16 02:42:18.875000+00:00,1760582538.875,-1760.0,0.32900023460388184
2025-10-16T02:42:18.876Z,0.0,-36.0,39.80076599121094,-86.23548889160156,0.133,-1.149,100.0,2.0,0.0,0.0,0.0,65.48,2025-10-16 02:42:18.876000+00:00,1760582538.876,0.0,0.3300001621246338
2025-10-16T02:42:18.891Z,0.0,0.2,39.79526901245117,-86.2389144897461,0.058,0.009,100.0,5.0,0.0,0.0,0.0,65.48,2025-10-16 02:42:18.891000+00:00,1760582538.891,0.0,0.3450002670288086
2025-10-16T02:42:18.902Z,0.0,20.700000000000003,39.79524612426758,-86.23504638671875,0.099,0.009,13.48,2.0,0.0,0.0,0.0,65.48,2025-10-16 02:42:18.902000+00:00,1760582538.9020002,0.0,0.3560004234313965
2025-10-16T02:42:18.907Z,3222.0,79.0,39.78930282592773,-86.23527526855469,-0.23,1.296,1.1,2.0,4509.0,0.0,0.0,65.48,2025-10-16 02:42:18.907000+00:00,1760582538.907,3222.0,0.36100029945373535
2025-10-16T02:42:18.918Z,3222.0,-8.8,39.79172897338867,-86.2365493774414,-0.013,0.024,0.31,0.0,4509.0,0.0,0.0,0.0,2025-10-16 02:42:18.918000+00:00,1760582538.9180002,0.0,0.37200045585632324
2025-10-16T02:42:18.919Z,3222.0,-37.3,39.80076599121094,-86.23548889160156,0.262,-1.218,100.0,2.0,4509.0,0.0,0.0,0.0,2025-10-16 02:42:18.919000+00:00,1760582538.9190001,0.0,0.3730003833770752
2025-10-16T02:42:18.935Z,3222.0,0.2,39.79526901245117,-86.2389144897461,0.072,0.028,100.0,5.0,4509.0,0.0,0.0,0.0,2025-10-16 02:42:18.935000+00:00,1760582538.9350002,0.0,0.38900041580200195
2025-10-16T02:42:18.945Z,3222.0,20.8,39.79524612426758,-86.23504638671875,0.115,-0.017,13.32,2.0,4509.0,0.0,0.0,0.0,2025-10-16 02:42:18.945000+00:00,1760582538.945,0.0,0.3990001678466797
2025-10-16T02:42:18.950Z,3222.0,77.5,39.789310455322266,-86.23527526855469,-0.165,1.335,2.02,2.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:18.950000+00:00,1760582538.95,0.0,0.40400028228759766
2025-10-16T02:42:18.961Z,3222.0,-8.8,39.79172897338867,-86.2365493774414,-0.012,0.024,0.29,0.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:18.961000+00:00,1760582538.961,0.0,0.41500020027160645
2025-10-16T02:42:18.963Z,3222.0,-37.3,39.80076599121094,-86.23548889160156,0.34,-1.124,100.0,2.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:18.963000+00:00,1760582538.963,0.0,0.41700029373168945
2025-10-16T02:42:18.988Z,3222.0,20.8,39.79523086547852,-86.23504638671875,0.131,0.009,12.88,2.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:18.988000+00:00,1760582538.988,0.0,0.442000150680542
2025-10-16T02:42:18.994Z,3222.0,77.9,39.7893180847168,-86.23528289794922,-0.159,1.257,1.94,2.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:18.994000+00:00,1760582538.994,0.0,0.4480001926422119
2025-10-16T02:42:19.004Z,3222.0,-8.8,39.79172897338867,-86.2365493774414,-0.013,0.026,0.29,0.0,4509.0,0.0,0.0,81.02,2025-10-16 02:42:19.004000+00:00,1760582539.004,0.0,0.45800018310546875
2025-10-16T02:42:19.006Z,1128.0,-39.6,39.80073547363281,-86.23548126220703,0.247,-1.014,100.0,2.0,7022.0,0.0,0.0,81.02,2025-10-16 02:42:19.006000+00:00,1760582539.006,-2094.0,0.46000027656555176
2025-10-16T02:42:19.031Z,1764.0,20.6,39.79523086547852,-86.23504638671875,0.133,0.009,13.47,2.0,3804.0,0.0,0.0,81.02,2025-10-16 02:42:19.031000+00:00,1760582539.0310001,636.0,0.4850003719329834
2025-10-16T02:42:19.037Z,1764.0,80.4,39.78932571411133,-86.23528289794922,-0.17,1.227,2.27,2.0,3804.0,0.0,0.0,81.02,2025-10-16 02:42:19.037000+00:00,1760582539.037,0.0,0.4910001754760742
2025-10-16T02:42:19.046Z,1764.0,-8.8,39.79172897338867,-86.2365493774414,-0.008,0.026,0.32,0.0,3804.0,0.0,0.0,81.02,2025-10-16 02:42:19.046000+00:00,1760582539.0460002,0.0,0.5000004768371582
2025-10-16T02:42:19.049Z,1764.0,-42.3,39.80073547363281,-86.23548126220703,0.217,-1.152,100.0,2.0,3804.0,0.0,0.0,118.7,2025-10-16 02:42:19.049000+00:00,1760582539.049,0.0,0.5030002593994141
2025-10-16T02:42:19.065Z,245.0,0.20000000000000004,39.795302073160805,-86.2389144897461,0.06766666666666667,0.009333333333333334,100.0,5.0,6729.0,0.0,0.0,197.89,2025-10-16 02:42:19.065000+00:00,1760582539.0649998,-1519.0,0.5190000534057617
2025-10-16T02:42:19.074Z,245.0,20.4,39.79523086547852,-86.23504638671875,0.115,0.017,13.66,2.0,6729.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.074000+00:00,1760582539.074,0.0,0.5280001163482666
2025-10-16T02:42:19.080Z,245.0,81.5,39.78933334350586,-86.23529052734375,-0.193,1.229,3.51,2.0,6729.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.080000+00:00,1760582539.08,0.0,0.5340001583099365
2025-10-16T02:42:19.090Z,0.0,-8.8,39.79172897338867,-86.2365493774414,-0.009,0.024,0.33,0.0,0.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.090000+00:00,1760582539.09,-245.0,0.5440001487731934
2025-10-16T02:42:19.092Z,0.0,-46.6,39.80070877075195,-86.23546600341797,0.279,-1.07,100.0,2.0,0.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.092000+00:00,1760582539.092,0.0,0.5460002422332764
2025-10-16T02:42:19.108Z,0.0,0.2,39.79536819458008,-86.23892211914062,0.058,-0.012,100.0,5.0,0.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.108000+00:00,1760582539.108,0.0,0.5620002746582031
2025-10-16T02:42:19.117Z,0.0,20.200000000000003,39.79521179199219,-86.23504638671875,0.11,0.003,12.59,2.0,0.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.117000+00:00,1760582539.1169999,0.0,0.5710000991821289
2025-10-16T02:42:19.123Z,3226.0,81.4,39.78934097290039,-86.23529052734375,-0.184,1.282,4.61,2.0,4352.0,0.0,0.0,66.32000000000001,2025-10-16 02:42:19.123000+00:00,1760582539.1230001,3226.0,0.5770003795623779
2025-10-16T02:42:19.132Z,3226.0,-8.8,39.79172897338867,-86.2365493774414,-0.009,0.026,0.29,0.0,4352.0,0.0,0.0,0.0,2025-10-16 02:42:19.132000+00:00,1760582539.132,0.0,0.5860002040863037
2025-10-16T02:42:19.135Z,3226.0,-47.0,39.80070877075195,-86.23546600341797,0.247,-1.178,100.0,2.0,4352.0,0.0,0.0,0.0,2025-10-16 02:42:19.135000+00:00,1760582539.135,0.0,0.5890002250671387
2025-10-16T02:42:19.151Z,3226.0,0.2,39.79536819458008,-86.23892211914062,0.074,0.028,100.0,5.0,4352.0,0.0,0.0,0.0,2025-10-16 02:42:19.151000+00:00,1760582539.151,0.0,0.6050002574920654
2025-10-16T02:42:19.161Z,3226.0,18.9,39.79521179199219,-86.23504638671875,0.108,-0.007,12.52,2.0,4352.0,0.0,0.0,0.0,2025-10-16 02:42:19.161000+00:00,1760582539.161,0.0,0.6150002479553223
2025-10-16T02:42:19.166Z,3226.0,75.7,39.78934860229492,-86.23529052734375,-0.164,1.311,9.21,2.0,4352.0,0.0,0.0,79.37,2025-10-16 02:42:19.166000+00:00,1760582539.1660001,0.0,0.6200003623962402
2025-10-16T02:42:19.176Z,3226.0,-8.8,39.79172897338867,-86.2365493774414,-0.012,0.025,0.31,0.0,4352.0,0.0,0.0,79.37,2025-10-16 02:42:19.176000+00:00,1760582539.176,0.0,0.6300003528594971
2025-10-16T02:42:19.178Z,3226.0,-47.0,39.80067825317383,-86.2354507446289,0.215,-1.146,100.0,2.0,4352.0,0.0,0.0,79.37,2025-10-16 02:42:19.178000+00:00,1760582539.178,0.0,0.632000207901001
2025-10-16T02:42:19.195Z,256.0,0.2,39.79541778564453,-86.23892211914062,0.066,0.043,100.0,5.0,6741.0,0.0,0.0,79.37,2025-10-16 02:42:19.195000+00:00,1760582539.1950002,-2970.0,0.6490004062652588
2025-10-16T02:42:19.204Z,256.0,17.900000000000002,39.795196533203125,-86.23504638671875,0.137,-0.003,12.42,2.0,6741.0,0.0,0.0,79.37,2025-10-16 02:42:19.204000+00:00,1760582539.204,0.0,0.6580002307891846
2025-10-16T02:42:19.209Z,256.0,68.7,39.78935623168945,-86.23529815673828,-0.166,1.31,11.94,2.0,6741.0,0.0,0.0,79.37,2025-10-16 02:42:19.209000+00:00,1760582539.2089999,0.0,0.6630001068115234
2025-10-16T02:42:19.219Z,256.0,-8.8,39.79172897338867,-86.2365493774414,-0.012,0.027,0.3,0.0,6741.0,0.0,0.0,79.37,2025-10-16 02:42:19.219000+00:00,1760582539.219,0.0,0.6730003356933594
2025-10-16T02:42:19.224Z,1135.0,-47.0,39.80067825317383,-86.2354507446289,0.148,-1.146,100.0,2.0,7108.0,0.0,0.0,79.37,2025-10-16 02:42:19.224000+00:00,1760582539.224,879.0,0.6780002117156982
2025-10-16T02:42:19.238Z,1135.0,0.2,39.79541778564453,-86.23892211914062,0.084,0.047,100.0,5.0,7108.0,0.0,0.0,198.41,2025-10-16 02:42:19.238000+00:00,1760582539.2380002,0.0,0.6920003890991211
2025-10-16T02:42:19.247Z,1768.0,17.6,39.795196533203125,-86.23504638671875,0.109,-0.022,12.88,2.0,3865.0,0.0,0.0,198.41,2025-10-16 02:42:19.247000+00:00,1760582539.247,633.0,0.7010002136230469
2025-10-16T02:42:19.252Z,1768.0,65.7,39.78936767578125,-86.23530578613281,-0.139,1.24,12.87,2.0,3865.0,0.0,0.0,198.41,2025-10-16 02:42:19.252000+00:00,1760582539.252,0.0,0.7060003280639648
2025-10-16T02:42:19.262Z,1768.0,-8.8,39.79172897338867,-86.2365493774414,-0.01,0.024,0.31,0.0,3865.0,0.0,0.0,198.41,2025-10-16 02:42:19.262000+00:00,1760582539.262,0.0,0.7160003185272217
2025-10-16T02:42:19.267Z,1768.0,-44.400000000000006,39.80067825317383,-86.2354507446289,-0.11,-1.147,100.0,3.0,3865.0,0.0,0.0,119.37,2025-10-16 02:42:19.267000+00:00,1760582539.267,0.0,0.7210001945495605
2025-10-16T02:42:19.281Z,1768.0,0.2,39.79541778564453,-86.23892211914062,0.077,0.036,100.0,5.0,3865.0,0.0,0.0,119.37,2025-10-16 02:42:19.281000+00:00,1760582539.281,0.0,0.7350001335144043
2025-10-16T02:42:19.291Z,1768.0,17.5,39.79518127441406,-86.23504638671875,0.11,-0.008,12.42,2.0,3865.0,0.0,0.0,68.06,2025-10-16 02:42:19.291000+00:00,1760582539.2910001,0.0,0.7450003623962402
2025-10-16T02:42:19.295Z,1768.0,69.3,39.78937530517578,-86.23530578613281,-0.116,1.234,15.92,2.0,3865.0,0.0,0.0,68.06,2025-10-16 02:42:19.295000+00:00,1760582539.295,0.0,0.7490003108978271
2025-10-16T02:42:19.305Z,0.0,-8.8,39.79172897338867,-86.2365493774414,-0.01,0.026,0.28,0.0,0.0,0.0,0.0,68.06,2025-10-16 02:42:19.305000+00:00,1760582539.3049998,-1768.0,0.7590000629425049
2025-10-16T02:42:19.311Z,0.0,-41.400000000000006,39.80065155029297,-86.23544311523438,0.464,-1.019,100.0,3.0,0.0,0.0,0.0,68.06,2025-10-16 02:42:19.311000+00:00,1760582539.311,0.0,0.7650003433227539
2025-10-16T02:42:19.325Z,0.0,0.2,39.79546737670898,-86.23892211914062,0.073,0.017,100.0,5.0,0.0,0.0,0.0,68.06,2025-10-16 02:42:19.325000+00:00,1760582539.325,0.0,0.7790002822875977
2025-10-16T02:42:19.334Z,0.0,17.5,39.79518127441406,-86.23504638671875,0.1,-0.016,12.0,2.0,0.0,0.0,0.0,68.06,2025-10-16 02:42:19.334000+00:00,1760582539.334,0.0,0.7880003452301025
2025-10-16T02:42:19.338Z,3235.0,75.7,39.78938293457031,-86.23531341552734,-0.115,1.289,18.74,2.0,4281.0,0.0,0.0,68.06,2025-10-16 02:42:19.338000+00:00,1760582539.3379998,3235.0,0.7920000553131104
2025-10-16T02:42:19.348Z,3235.0,-8.8,39.79172897338867,-86.2365493774414,-0.009,0.027,0.32,0.0,4281.0,0.0,0.0,0.0,2025-10-16 02:42:19.348000+00:00,1760582539.348,0.0,0.8020002841949463
2025-10-16T02:42:19.355Z,3235.0,-40.900000000000006,39.80065155029297,-86.23544311523438,0.242,-1.017,100.0,3.0,4281.0,0.0,0.0,0.0,2025-10-16 02:42:19.355000+00:00,1760582539.355,0.0,0.8090002536773682
2025-10-16T02:42:19.368Z,3235.0,0.2,39.79546737670898,-86.23892211914062,0.079,0.031,100.0,5.0,4281.0,0.0,0.0,0.0,2025-10-16 02:42:19.368000+00:00,1760582539.368,0.0,0.82200026512146
2025-10-16T02:42:19.377Z,3235.0,17.5,39.79516220092773,-86.23504638671875,0.092,-0.02,12.07,2.0,4281.0,0.0,0.0,0.0,2025-10-16 02:42:19.377000+00:00,1760582539.3769999,0.0,0.8310000896453857
2025-10-16T02:42:19.382Z,3235.0,80.5,39.78938674926758,-86.23532104492188,-0.116,1.316,22.54,2.0,4281.0,0.0,0.0,77.86,2025-10-16 02:42:19.382000+00:00,1760582539.3820002,0.0,0.8360004425048828
2025-10-16T02:42:19.391Z,3235.0,-8.8,39.79172897338867,-86.2365493774414,-0.008,0.025,0.29,0.0,4281.0,0.0,0.0,77.86,2025-10-16 02:42:19.391000+00:00,1760582539.391,0.0,0.8450002670288086
2025-10-16T02:42:19.399Z,3235.0,-40.900000000000006,39.80062103271485,-86.23543548583984,0.227,-1.129,100.0,3.0,4281.0,0.0,0.0,77.86,2025-10-16 02:42:19.399000+00:00,1760582539.3990002,0.0,0.8530004024505615
2025-10-16T02:42:19.411Z,268.0,0.2,39.79551696777344,-86.23892211914062,0.068,0.017,100.0,5.0,6759.0,0.0,0.0,77.86,2025-10-16 02:42:19.411000+00:00,1760582539.411,-2967.0,0.8650002479553223
2025-10-16T02:42:19.421Z,268.0,17.5,39.79516220092773,-86.23504638671875,0.122,-0.038,10.9,2.0,6759.0,0.0,0.0,77.86,2025-10-16 02:42:19.421000+00:00,1760582539.421,0.0,0.8750002384185791
2025-10-16T02:42:19.425Z,268.0,82.60000000000001,39.78939437866211,-86.23532104492188,-0.114,1.283,28.39,2.0,6759.0,0.0,0.0,77.86,2025-10-16 02:42:19.425000+00:00,1760582539.425,0.0,0.879000186920166
2025-10-16T02:42:19.435Z,268.0,-8.8,39.79172897338867,-86.2365493774414,-0.009,0.023,0.31,0.0,6759.0,0.0,0.0,77.86,2025-10-16 02:42:19.435000+00:00,1760582539.4350002,0.0,0.889000415802002
2025-10-16T02:42:19.442Z,1148.0,-40.0,39.80062103271485,-86.23543548583984,0.272,-0.987,100.0,3.0,6927.0,0.0,0.0,77.86,2025-10-16 02:42:19.442000+00:00,1760582539.442,880.0,0.8960001468658447
2025-10-16T02:42:19.455Z,1148.0,0.2,39.79551696777344,-86.23892211914062,0.072,0.011,100.0,5.0,6927.0,0.0,0.0,198.97,2025-10-16 02:42:19.455000+00:00,1760582539.4550002,0.0,0.9090003967285156
2025-10-16T02:42:19.464Z,1771.0,17.900000000000002,39.79514694213867,-86.23504638671875,0.089,-0.056,11.11,2.0,3917.0,0.0,0.0,198.97,2025-10-16 02:42:19.464000+00:00,1760582539.464,623.0,0.9180002212524414
2025-10-16T02:42:19.468Z,1771.0,83.7,39.78940200805664,-86.2353286743164,0.088,1.355,30.97,2.0,3917.0,0.0,0.0,198.97,2025-10-16 02:42:19.468000+00:00,1760582539.468,0.0,0.9220001697540283
2025-10-16T02:42:19.478Z,1771.0,-8.8,39.79172897338867,-86.2365493774414,-0.013,0.026,0.31,0.0,3917.0,0.0,0.0,198.97,2025-10-16 02:42:19.478000+00:00,1760582539.4780002,0.0,0.9320003986358643
2025-10-16T02:42:19.485Z,1771.0,-38.1,39.80059051513672,-86.23542785644531,0.211,-1.144,100.0,3.0,3917.0,0.0,0.0,120.71,2025-10-16 02:42:19.485000+00:00,1760582539.485,0.0,0.939000129699707
2025-10-16T02:42:19.498Z,1771.0,0.2,39.79556655883789,-86.23892211914062,0.067,0.022,100.0,5.0,3917.0,0.0,0.0,120.71,2025-10-16 02:42:19.498000+00:00,1760582539.498,0.0,0.9520001411437988
2025-10-16T02:42:19.507Z,1771.0,18.7,39.79514694213867,-86.23504638671875,0.091,-0.043,11.4,2.0,3917.0,0.0,0.0,68.93,2025-10-16 02:42:19.507000+00:00,1760582539.507,0.0,0.9610002040863037
2025-10-16T02:42:19.512Z,1771.0,85.10000000000001,39.78940582275391,-86.23533630371094,0.13,1.22,34.78,2.0,3917.0,0.0,0.0,68.93,2025-10-16 02:42:19.512000+00:00,1760582539.512,0.0,0.9660003185272217
2025-10-16T02:42:19.521Z,0.0,-8.8,39.79173278808594,-86.2365493774414,-0.009,0.026,0.32,0.0,0.0,0.0,0.0,68.93,2025-10-16 02:42:19.521000+00:00,1760582539.521,-1771.0,0.9750001430511475
2025-10-16T02:42:19.528Z,0.0,-37.8,39.80059051513672,-86.23542785644531,0.218,-0.981,100.0,3.0,0.0,0.0,0.0,68.93,2025-10-16 02:42:19.528000+00:00,1760582539.528,0.0,0.9820003509521484
2025-10-16T02:42:19.541Z,0.0,0.2,39.79556655883789,-86.23892211914062,0.055,0.014,100.0,5.0,0.0,0.0,0.0,68.93,2025-10-16 02:42:19.541000+00:00,1760582539.541,0.0,0.9950001239776611
2025-10-16T02:42:19.550Z,0.0,20.0,39.79514694213867,-86.23504638671875,0.092,-0.04,11.48,2.0,0.0,0.0,0.0,68.93,2025-10-16 02:42:19.550000+00:00,1760582539.5500002,0.0,1.0040004253387451
2025-10-16T02:42:19.555Z,3239.0,86.7,39.78941345214844,-86.23533630371094,0.122,1.288,39.45,2.0,4527.0,0.0,0.0,68.93,2025-10-16 02:42:19.555000+00:00,1760582539.555,3239.0,1.009000301361084
2025-10-16T02:42:19.566Z,3239.0,-8.8,39.79173278808594,-86.2365493774414,-0.011,0.027,0.29,0.0,4527.0,0.0,0.0,0.0,2025-10-16 02:42:19.566000+00:00,1760582539.5660002,0.0,1.0200004577636719
2025-10-16T02:42:19.572Z,3239.0,-37.8,39.80056381225586,-86.23542022705078,0.165,-0.985,100.0,3.0,4527.0,0.0,0.0,0.0,2025-10-16 02:42:19.572000+00:00,1760582539.572,0.0,1.0260002613067627
